lemma
aikuā
atoha
auka
aupati
epe
hatoa
haumake
hero
hoaku
honai
hāriki
inoa
kaiata
kanaaki
katu
kaupau
kaweke
kiakia
kikiro
kiu
kunukunu
kāhae
kāmi
kānaNa
kānui
kīmata
kīpaNi
kōhio
maunere
mehemehe
muhi
muhimuhi
mōfiri
narenare
nea
NokoNoko
ninī
nironiro
otu
perapera
peri
piaki
pite
poe
pohi
pohu
pohupohu
poroi
raukatu
takanuri
tauwohe
tawe
tehu
totou
tāNai
tāuti
tēhi
tōhuru
tōrero
tūhino
tūpanako
una
uti
wainaNa
waNa
fahi
faraNa
farifari
foifoi
fou
fume
fāipi
fākari
fāfāhi
fō
wohe
wui
wuiwui
ātei
ātina
aha
aituā
ako
anō
aro
aroha
aukati
eke
haere
haina
haNa
hari
hauhake
here
heri
hiahia
hiki
hoatu
hoe
hoki
hoko
hokohoko
homai
hopu
hora
horo
horoi
hua
huaki
hura
huri
hākari
hāmene
iho
iNoa
kai
kaiNākau
kapi
kapo
karakia
karaNa
karafiu
kati
katoa
kawe
keri
kimi
kino
kite
kohi
kohikohi
kuhu
kume
kura
kē
kī
kōhuru
kōkiri
kōrero
mahi
manaaki
manako
mau
mauhere
mea
mei
meiNa
mihi
moe
mui
muru
mōhio
nehu
neke
noa
noho
nui
nuku
pakaNa
pana
pani
patu
poipoi
poro
pou
pupuhi
pupuri
purei
puri
puru
pā
pānui
pātai
pēhea
pēhi
pēnei
pērā
pīkau
pōhiri
pōti
pōfiri
raNahau
raNo
rapu
raru
raupatu
roNo
rui
ruku
rāhui
rīhi
tae
tahi
tahu
taka
takahi
takatakahi
take
taNi
taNo
tanu
tapa
tapahi
tari
tatari
tautohe
tautoko
tiaki
tika
tiki
tiro
tirotiro
titiro
tito
toha
tohi
tohu
tohutohu
tono
tonu
tuhi
tuhituhi
tui
tuki
tuku
tunu
tupu
turaki
tufera
tā
tāhae
tāmi
tāpiri
tāpuke
tīki
tīmata
tīni
tō
tū
tūkino
tūmanako
uhi
ui
unu
uta
utu
waiata
waihaNa
waiho
wareware
wawata
wehe
wero
fai
faifai
fakaae
fakaako
fakaara
fakaaro
fakaatu
fakaeke
fakahaere
fakahau
fakaho
fakahoki
fakahou
fakahua
fakahāwea
fakahē
fakaiNoa
fakairi
fakairo
fakaiti
fakakore
fakakotahi
fakakāhore
fakakī
fakama
fakamahi
fakamana
fakamau
fakamoe
fakamutu
fakamāori
fakamārama
fakamātau
fakamātautau
fakamōhio
fakaNuNu
fakanoho
fakanui
fakaora
fakaoti
fakapae
fakapai
fakapaoho
fakapau
fakapuaki
fakapuare
fakaputa
fakararu
fakarere
fakarerekē
fakarite
fakaroNo
fakatakoto
fakataNi
fakatau
fakatere
fakatika
fakatikatika
fakatinana
fakatipu
fakatufera
fakatō
fakatū
fakatūtū
fakauru
fakautu
fakafiti
fakafifi
fakafāiti
fakawā
fakawātea
fafai
ferafera
fetūraNi
firifiri
fiu
fifi
fā
fāNai
fānui
fāriki
fāfā
wānaNa
wāwāhi
āhei
āko
āfina
