lemma
mīti
mō
mōhio
mōtini
nama
nana
nanao
nati
nehe
nehu
neke
nekeneke
NaNaeore
Naro
Nau
NauNau
Note
Nāhae
Nākau
Nākaunui
Nāu
Nāwari
noa
noho
nohoNa
nohonoho
nui
nuke
nuku
nunui
nānā
oati
ohia
ohooho
ohu
oka
oma
opeope
ora
oti
pae
paera
pahū
pai
paihana
paihere
paihiri
paikarahi
paka
pakaNa
pakari
pakeke
paki
paku
pana
panapana
paNa
pani
panipani
panu
panui
pao
paoho
paoro
papa
papatai
papu
para
paraite
parakena
parani
parau
pare
parekura
pari
patai
patapatai
patu
patupatu
pau
pei
peita
peka
peke
penapena
penihana
penu
penupenu
perei
perēhi
peti
petihana
piki
pikitia
pirau
piri
pirihi
piripi
piriti
piu
pohiri
poipo
poipoi
poka
pokanoa
poke
poki
poko
pono
popoki
poro
porohīaNa
poropiti
poroporo
poroporoaki
porofiu
pou
poua
pouaru
poupou
pofiri
pua
puaki
puhi
puhipuhi
puke
pukepuke
puNa
pupu
pupuhi
pupuri
pupuru
puraki
pure
purei
puri
puru
puruhai
purupuru
puta
putu
puāwai
pā
pāha
pāhi
pākeha
pākōkō
pānu
pānui
pāpā
pātai
pātaitai
pātere
pātōtō
pāfarafara
pāfera
pēhea
pēhi
pēke
pēnei
pēneki
pēnu
pēnā
pēra
pēraka
pērā
pēfea
pīhiahia
pīkau
pīra
pīraNi
pōhara
pōhiri
pōhēhē
pōka
pōkai
pōraNi
pōraru
pōtae
pōti
pōfiri
pū
pūhi
pūkawau
pūremu
pūrere
pūrutoiha
pūtiki
rahi
raihana
raka
rakaraka
raNahau
raNatira
raNirua
raNo
rapa
rapi
rapu
rara
raraNa
raru
raruraru
rau
rauhī
raupatu
raupā
rauru
rawa
raweke
rere
rerekē
rewa
rikarika
riNi
ripiripi
riri
ririNi
ririri
rite
riterite
roa
rohe
roimata
roNo
roNonui
roNoroNo
roto
rotu
rui
ruirui
ruke
ruku
rumaki
rure
ruru
rurutu
rā
rāhui
rāhuihui
rākai
rāpopoto
rāraNi
rāwekeweke
rāfara
rēhita
rīhi
rīNi
rīpoata
rōpū
rūmaki
rūmene
rūri
rūrū
tae
taha
tahi
tahu
tahuna
tahutahu
taiapa
taiepa
taiNaNa
taipēhi
taiāfio
taka
takahi
takahuri
takai
takakino
takapakari
takapau
takaroa
takataka
takatakahi
takatakoto
take
taki
takitaki
takoha
takoto
tamariki
taNi
taNiro
taNita
taNitaNi
taNo
taNotaNo
tanu
tao
tapa
tapahi
tapatapa
tapatapahi
tara
tarai
taraka
taraNatahi
tarapu
tare
tari
tarāfe
tatari
tatā
tatū
tau
tauira
taukume
taukumekume
taukuru
taumaha
taumau
taumū
taunaha
taunu
taupatupatu
taupoki
taurima
tautohe
tautohetohe
tautoko
tere
tia
tiaki
tika
tiki
tiko
tikotiko
tine
tinei
tini
tinihaNa
tipi
tipu
tiri
tiritiri
tiro
tirohaere
tirohia
tirotiro
titi
titiro
tito
tifikete
toe
toha
tohatoha
tohe
tohetohe
tohi
tohu
tohuNa
tohutohu
toitaketake
tomo
tono
tonu
tope
toro
torotoro
totohe
totohu
totoro
tou
tua
tuapu
tuari
tuarua
tuarā
tuatahi
tuatua
tuha
tuhi
tuhia
tuhitu
tuhituhi
tui
tuitui
tuke
tuki
tukitu
tukituki
tuku
tukuna
tukunaāwaha
tukutuku
tunu
tunutunu
tupe
tupu
turaki
ture
turi
turitu
turuturu
tute
tutu
tutuki
tutuNi
tutū
tufera
tā
tāhae
tāhai
tāhoro
tākaikai
tākaro
tāke
tākete
tākiri
tāmi
tāmiro
tāmo
tāmoko
tāpae
tāpai
tāpiri
tāpoki
tāpu
tāpuke
tārai
tārei
tārewa
tārewarewa
tārikiriki
tārona
tātai
tātari
tāti
tātā
tātū
tāuhi
tāwai
tāfaofao
tāwēwē
tīhaehae
tīhahu
tīhore
tīkape
tīki
tīmata
tīmatataNa
tīni
tīpako
tīra
tītoi
tītoretore
tītītore
tīfati
tō
tōhi
tōmuri
tōpū
tōtika
tōtō
tū
tūhonohono
tūkarikari
tūkino
tūmanako
tūroro
tūtaki
tūtakitaki
tūtu
tūturu
tūtū
uhi
ui
uiui
unahi
unu
upoki
uru
uta
utu
ufi
waea
waere
waerea
waha
wahaNū
wahe
wahine
waiata
waihaNa
waiho
waihoa
waipuke
waituhi
wanaNa
ware
wareware
waru
waruwaru
wawao
wawata
wawe
wehe
wehewehe
wehi
weku
wepu
wepuwepu
wera
wero
werowero
wete
wetewete
faena
fai
faihaNa
faikōrero
faina
faifai
faifaiā
fakaae
fakaahua
fakaako
fakaara
fakaaraara
fakaarahi
fakaari
fakaaro
fakaata
fakaataata
fakaatu
fakaawatea
fakae
fakaeke
fakaemi
fakahaere
fakahakiri
fakahaNa
fakaharuru
fakahau
fakahauhau
fakahauora
fakaheke
fakahere
fakahiahia
fakahiato
fakahiNa
fakaho
fakahoki
fakahokihoki
fakahoko
fakahokohoko
fakahomai
fakahono
fakahora
fakahoro
fakahou
fakahouhou
fakahu
fakahua
fakahuahua
fakahuatika
fakahui
fakahuihui
fakahura
fakahuri
fakahāereere
fakahāNai
fakahāwea
fakahē
fakahī
fakahōhonu
fakahōhā
fakahōnore
fakaiNoa
fakaiNoia
fakainu
fakairi
fakairiiri
fakairo
fakairoiro
fakaiti
fakaitiiti
fakaka
fakakaha
fakakanikani
fakakape
fakakapi
fakakapureihana
fakakaupapa
fakakawenata
fakakikī
fakakino
fakakite
fakakore
fakakoretake
fakakorikori
fakakorōria
fakakota
fakakotahi
fakakotiti
fakakuia
fakakā
fakakāhore
fakakākahu
fakakāore
fakakāpene
fakakī
fakakīkī
fakakīNi
fakakōhatu
fakakōkiri
fakakōrero
fakama
fakamahana
fakamahara
fakamahi
fakamahue
fakamamae
fakamana
fakamanuhiri
fakamara
fakamaroke
fakamataku
fakamatatau
fakamate
fakamau
fakamaumahara
fakamaumau
fakamauNa
fakamaunu
fakamea
fakaminamina
fakamiNe
fakaminita
fakamoe
fakamoemi
fakamoemiti
fakamoemoe
fakamoemoea
fakamomo
fakamuri
fakamuta
fakamutu
fakamā
fakamākūkū
fakamāmā
fakamāori
fakamārama
fakamārō
fakamātau
fakamātautau
fakamāfā
fakamōhio
fakamōrikarika
fakananakia
fakaNaro
fakaNoikore
fakaNuNu
fakaNāwari
fakanoa
fakanoho
fakanohonoho
fakanu
fakanui
fakanō
fakaoho
fakaohooho
fakaora
fakaoreore
fakaoti
fakapae
fakapahū
fakapai
fakapaipai
fakapakari
fakapakeke
fakapaNo
fakapaoho
fakapaohooho
fakapapa
fakapapaoro
fakaparahako
fakapararahi
fakaparu
fakaparuparu
fakapati
fakapatipati
fakapau
fakapiki
fakapiri
fakapoare
fakapono
fakapoto
fakapotopoto
fakapou
fakapuaki
fakapuare
fakapukapuka
fakapuNarehu
fakapupu
fakaputa
fakaputai
fakaputaputa
fakapā
fakapāho
fakapākehā
fakapārore
fakapēnei
fakapōrearea
fakapōtae
fakapū
fakapūmau
fakapūpū
fakarahi
fakaraNatira
fakarapa
fakarapu
fakarararu
fakararu
fakararuraru
fakarato
fakarau
fakarauhī
fakarawakore
fakare
fakarekareka
fakarere
fakarerekē
fakareri
fakarewa
fakaririka
fakarite
fakaroa
fakaroNo
fakaruru
fakarāhui
fakarāpopoto
fakarāpotopoto
fakarāraNi
fakarēre
fakarērea
fakarōpū
fakata
fakataetae
fakataha
fakatahe
fakatahi
fakataimaha
fakatairaNa
fakatairaNi
fakataka
fakatakaroa
fakatakataka
fakatakiri
fakatakoto
fakatakē
fakatanata
fakataNi
fakataNitaNi
fakataNo
fakatapu
fakatare
fakatatū
fakatau
fakataua
fakatauira
fakataukī
fakataumaha
fakataurekareka
fakataurite
fakatene
fakatere
fakatika
fakatikatika
fakatiki
fakatinana
fakatipu
fakatipuraNa
fakatifikete
fakato
fakatohe
fakatokomaha
fakatono
fakatope
fakatoremi
fakatu
fakatuhera
fakatui
fakatumatuma
fakatupu
fakature
fakaturituri
fakaturu
fakatutuki
fakatutū
fakatufera
fakatā
fakatāewaewa
fakatāpiri
fakatārewa
fakatīmata
fakatō
fakatōa
fakatōhi
fakatōmua
fakatōmuri
fakatōpū
fakatōroa
fakatū
fakatūera
fakatūmanako
fakatūpato
fakatūtū
fakatūāhu
fakau
fakauru
fakauruuru
fakautu
fakawae
fakawai
fakawaiata
fakawaiho
fakawaimehameha
fakaware
fakawehe
fakawehewehe
fakawera
fakawerewere
fakafakaata
fakafanauNa
fakafata
fakafeke
fakafetai
fakafetūraNi
fakafi
fakafiri
fakafirifiri
fakafiti
fakafitifiti
fakafiu
fakafifi
fakafāiti
fakafānau
fakafānui
fakafāriki
fakawā
fakawāhihi
fakawātea
fakawāwā
fakawāwāhi
fakaāe
fakaāhuru
fakaāki
fakaātaahua
fakaōrite
fakāe
fakāko
fanafana
fano
farite
fatafata
fati
fatu
fafai
fafao
fafati
ferafera
fetūraNi
firi
firifiri
fiti
fiu
fifi
foatu
foNi
fui
fā
fāiti
fāki
fākī
fānako
fānau
fāNa
fāNai
fānui
fāriki
fātika
fātoro
fāfā
fērā
fītiki
wikitō
wiri
wā
wāhaNa
wāhi
wānana
wānaNa
wāriu
wātea
wāwa
wāwahi
wāwā
wāwāhi
ā
āhei
āhua
āki
āko
āmene
āmine
āpiti
āra
ārahi
ārai
āwaNawaNa
āfina
ōhinepoute
ōhākī
ōrite
ū
ūkui
ūkuikui
