base	variant1	variant2	freq1	freq2	log_odds	derivational	nsyl	type	lemma_freq_corrected	corpus_size	lemma
veszekszik	veszekszek	veszekszem	82	630	-2.0284652547446154	szik	2	corpus	39570	8570080167	veseksik
veszik	veszök	veszöm	5	2	0.6931471805599453	szik	1	corpus	11594685	8570080167	vesik
veszkődik	veszkődök	veszkődöm	3	22	-1.749199854809259	NA	2	corpus	353	8570080167	veskődik
vesződik	vesződök	vesződöm	113	232	-0.714840005171205	NA	2	corpus	11429	8570080167	vesődik
vetekszik	vetekszek	vetekszem	5	13	-0.8472978603872037	szik	2	corpus	28843	8570080167	veteksik
vetemedik	vetemedek	vetemedem	271	154	0.5623769493767508	NA	3	corpus	15187	8570080167	vetemedik
vetkezik	vetkezek	vetkezem	10	21	-0.6931471805599453	zik	2	corpus	11392	8570080167	vetkezik
vetkőzik	vetkőzök	vetkőzöm	146	47	1.119231575870845	zik	2	corpus	24481	8570080167	vetkőzik
vetélkedik	vetélkedek	vetélkedem	14	4	1.0986122886681098	NA	3	corpus	10217	8570080167	vetélkedik
vetődik	vetődök	vetődöm	140	173	-0.2102954088363608	NA	2	corpus	46975	8570080167	vetődik
viaskodik	viaskodok	viaskodom	50	137	-0.995428052432879	NA	3	corpus	10940	8570080167	viaškodik
viccelődik	viccelődök	viccelődöm	226	270	-0.17716880339829824	NA	3	corpus	25569	8570080167	viccelődik
vigadozik	vigadozok	vigadozom	8	5	0.4054651081081644	zik	3	corpus	1583	8570080167	vigadozik
vigasztalódik	vigasztalódok	vigasztalódom	22	82	-1.283346391867448	NA	4	corpus	7309	8570080167	vigastalódik
vihepszik	vihepszek	vihepszem	8	18	-0.7472144018302211	-szik	2	nonword	NA	NA	vihepsik
vilakszik	vilakszok	vilakszom	8	19	-0.7985076962177716	-szik	2	nonword	NA	NA	vilaksik
villanyozódik	villanyozódok	villanyozódom	2	6	-0.8472978603872037	NA	4	corpus	154	8570080167	villaṉozódik
világosodik	világosodok	világosodom	24	8	1.0216512475319812	NA	4	corpus	9640	8570080167	világošodik
virgonckodik	virgonckodok	virgonckodom	10	5	0.6061358035703155	NA	3	corpus	557	8570080167	virgonckodik
virtuskodik	virtuskodok	virtuskodom	2	3	-0.2876820724517809	NA	3	corpus	206	8570080167	virtuškodik
virágzik	virágzok	virágzom	18	45	-0.8842024173226546	zik	2	corpus	83044	8570080167	virágzik
viselkedik	viselkedek	viselkedem	1559	2816	-0.5909866676327898	NA	3	corpus	307068	8570080167	višelkedik
visszakozik	visszakozok	visszakozom	50	54	-0.07550755250814517	zik	3	corpus	8527	8570080167	vissakozik
viszik	viszok	viszom	28	3	1.9810014688665831	szik	1	corpus	2117715	8570080167	visik
viszálykodik	viszálykodok	viszálykodom	1	1	0	NA	3	corpus	672	8570080167	visájkodik
vitatkozik	vitatkozok	vitatkozom	862	4221	-1.5876495373248378	zik	3	corpus	147337	8570080167	vitatkozik
vitorlázik	vitorlázok	vitorlázom	423	167	0.9257694758286988	zik	3	corpus	19586	8570080167	vitorlázik
vitázik	vitázok	vitázom	574	565	0.0157759625941674	zik	2	corpus	46729	8570080167	vitázik
vitézkedik	vitézkedek	vitézkedem	14	22	-0.4274440148269396	NA	3	corpus	4493	8570080167	vitézkedik
vizesedik	vizesedek	vizesedem	78	11	1.8845412026790211	NA	3	corpus	3171	8570080167	vizešedik
vizsgálódik	vizsgálódok	vizsgálódom	44	104	-0.8472978603872037	NA	3	corpus	22746	8570080167	vižgálódik
vizsgázik	vizsgázok	vizsgázom	313	698	-0.800257756325557	zik	2	corpus	61681	8570080167	vižgázik
vonakodik	vonakodok	vonakodom	56	214	-1.3275867602931126	NA	3	corpus	22619	8570080167	vonakodik
vonatozik	vonatozok	vonatozom	211	199	0.05826890812397582	zik	3	corpus	10066	8570080167	vonatozik
vonszolódik	vonszolódok	vonszolódom	2	4	-0.5108256237659907	NA	3	corpus	354	8570080167	vonsolódik
vonzódik	vonzódok	vonzódom	305	4003	-2.5714640384827305	NA	2	corpus	41981	8570080167	vonzódik
vádaskodik	vádaskodok	vádaskodom	48	64	-0.2825669717850105	NA	3	corpus	5755	8570080167	vádaškodik
vágyakozik	vágyakozok	vágyakozom	141	1038	-1.9901869334979667	zik	3	corpus	33026	8570080167	váḏakozik
vágyik	vágyok	vágyom	7697	47925	-1.828697599788822	NA	1	corpus	579400	8570080167	váḏik
vágyódik	vágyódok	vágyódom	53	1364	-3.2299256610547857	NA	2	corpus	14271	8570080167	váḏódik
vágódik	vágódok	vágódom	93	60	0.4324209180966926	NA	2	corpus	11694	8570080167	vágódik
vállalkozik	vállalkozok	vállalkozom	632	4722	-2.009729047751941	zik	3	corpus	141984	8570080167	vállalkozik
vállasodik	vállasodok	vállasodom	1	3	-0.6931471805599453	NA	3	corpus	49	8570080167	vállašodik
változik	változok	változom	851	2697	-1.1526795099383855	zik	2	corpus	1725689	8570080167	változik
várakozik	várakozok	várakozom	475	764	-0.4744579795951158	zik	3	corpus	96850	8570080167	várakozik
védekezik	védekezek	védekezem	452	366	0.21053027742846367	zik	3	corpus	166798	8570080167	védekezik
végrendelkezik	végrendelkezek	végrendelkezem	7	32	-1.4170660197866445	zik	4	corpus	4099	8570080167	végrendelkezik
végződik	végződök	végződöm	12	47	-1.3062516534463542	NA	2	corpus	106685	8570080167	végződik
vékonyodik	vékonyodok	vékonyodom	2	4	-0.5108256237659907	NA	3	corpus	4362	8570080167	vékoṉodik
vélekedik	vélekedek	vélekedem	720	334	0.7665086054598828	NA	3	corpus	123148	8570080167	vélekedik
vélekszik	vélekszek	vélekszem	8	15	-0.5753641449035618	szik	2	corpus	123148	8570080167	véleksik
vétkezik	vétkezek	vétkezem	85	359	-1.4317567351966478	zik	2	corpus	32653	8570080167	vétkezik
vívódik	vívódok	vívódom	189	184	0.02666824708216127	NA	2	corpus	5972	8570080167	vívódik
vízilabdázik	vízilabdázok	vízilabdázom	37	54	-0.3697470255060851	zik	4	corpus	3094	8570080167	vízilabdázik
vörösödik	vörösödök	vörösödöm	38	48	-0.2282586519809802	NA	3	corpus	2652	8570080167	vöröšödik
vülődzik	vülődzök	vülődzöm	14	13	0.06899287148695142	-zik	2	nonword	NA	NA	vülődzik
vűjlik	vűjlök	vűjlöm	20	6	1.0986122886681098	-lik	1	nonword	NA	NA	vűjlik
zongorázik	zongorázok	zongorázom	211	1813	-2.1467033560030693	zik	3	corpus	30452	8570080167	zongorázik
zsarnokoskodik	zsarnokoskodok	zsarnokoskodom	1	9	-1.6094379124341005	NA	4	corpus	1288	8570080167	žarnokoškodik
zsonglőrködik	zsonglőrködök	zsonglőrködöm	15	95	-1.791759469228055	NA	3	corpus	3950	8570080167	žonglőrködik
zsírosodik	zsírosodok	zsírosodom	51	22	0.8157495026522776	NA	3	corpus	5118	8570080167	žírošodik
zsörtölődik	zsörtölődök	zsörtölődöm	32	68	-0.7375989431307791	NA	3	corpus	3330	8570080167	žörtölődik
zsúfolódik	zsúfolódok	zsúfolódom	2	2	0	NA	3	corpus	4651	8570080167	žúfolódik
zuhanyozik	zuhanyozok	zuhanyozom	113	131	-0.1466034741918754	zik	3	corpus	20011	8570080167	zuhaṉozik
zárkózik	zárkózok	zárkózom	187	766	-1.406044838537307	zik	2	corpus	34767	8570080167	zárkózik
záródik	záródok	záródom	9	2	1.203972804325936	NA	2	corpus	24424	8570080167	záródik
zödlik	zödlök	zödlöm	18	8	0.7472144018302211	-lik	1	nonword	NA	NA	zödlik
zötykölődik	zötykölődök	zötykölődöm	65	97	-0.3953127366441464	NA	3	corpus	3597	8570080167	zöṯkölődik
zúgolódik	zúgolódok	zúgolódom	20	29	-0.35667494393873245	NA	3	corpus	6221	8570080167	zúgolódik
ábrándozik	ábrándozok	ábrándozom	284	610	-0.7626077789029448	zik	3	corpus	18385	8570080167	ábrándozik
ágaskodik	ágaskodok	ágaskodom	8	26	-1.0986122886681098	NA	3	corpus	5740	8570080167	ágaškodik
áhítozik	áhítozok	áhítozom	74	551	-1.9960599327407849	zik	3	corpus	9214	8570080167	áhítozik
ájtatoskodik	ájtatoskodok	ájtatoskodom	2	1	0.4054651081081644	NA	4	corpus	525	8570080167	ájtatoškodik
állomásozik	állomásozok	állomásozom	10	33	-1.128465251817791	zik	4	corpus	17398	8570080167	állomášozik
álmodik	álmodok	álmodom	3404	12045	-1.2634877150200536	NA	2	corpus	223489	8570080167	álmodik
álmodozik	álmodozok	álmodozom	532	2628	-1.5958374005640366	zik	3	corpus	59984	8570080167	álmodozik
álmosodik	álmosodok	álmosodom	29	53	-0.587786664902119	NA	3	corpus	1357	8570080167	álmošodik
álmélkodik	álmélkodok	álmélkodom	19	81	-1.410986973710262	NA	3	corpus	5761	8570080167	álmélkodik
álszenteskedik	álszenteskedek	álszenteskedem	18	4	1.33500106673234	NA	4	corpus	511	8570080167	álsenteškedik
ámuldozik	ámuldozok	ámuldozom	55	47	0.15415067982725836	zik	3	corpus	3333	8570080167	ámuldozik
ármánykodik	ármánykodok	ármánykodom	2	1	0.4054651081081644	NA	3	corpus	992	8570080167	ármáṉkodik
árulkodik	árulkodok	árulkodom	29	25	0.14310084364067324	NA	3	corpus	62655	8570080167	árulkodik
áskálódik	áskálódok	áskálódom	13	12	0.074107972153721835	NA	3	corpus	1964	8570080167	áškálódik
ásítozik	ásítozok	ásítozom	129	113	0.13133600206108695	zik	3	corpus	3555	8570080167	ášítozik
átkozódik	átkozódok	átkozódom	13	60	-1.4718165345580525	NA	3	corpus	3739	8570080167	átkozódik
ébredezik	ébredezek	ébredezem	77	12	1.791759469228055	zik	3	corpus	10153	8570080167	ébredezik
éhezik	éhezek	éhezem	443	210	0.7439664289561583	zik	2	corpus	59636	8570080167	éhezik
éjszakázik	éjszakázok	éjszakázom	84	130	-0.4325460667108351	zik	3	corpus	12361	8570080167	éjsakázik
ékeskedik	ékeskedek	ékeskedem	55	128	-0.8344607136265229	NA	3	corpus	5504	8570080167	ékeškedik
élcelődik	élcelődök	élcelődöm	23	33	-0.3483066942682157	NA	3	corpus	4503	8570080167	élcelődik
élvezkedik	élvezkedek	élvezkedem	97	100	-0.03015303817068755	NA	3	corpus	4178	8570080167	élvezkedik
élősködik	élősködök	élősködöm	275	71	1.3437347467010947	NA	3	corpus	9380	8570080167	élőšködik
építkezik	építkezek	építkezem	612	538	0.1286493650272142	zik	3	corpus	78659	8570080167	építkezik
érdeklődik	érdeklődök	érdeklődöm	7682	1259	1.8078983749221111	NA	3	corpus	365910	8570080167	érdeklődik
érettségizik	érettségizek	érettségizem	298	370	-0.2157584892167488	zik	4	corpus	46998	8570080167	érettšégizik
érintkezik	érintkezek	érintkezem	93	339	-1.2856508353402032	zik	3	corpus	84963	8570080167	érintkezik
érkezik	érkezek	érkezem	1840	8676	-1.5503669445604118	zik	2	corpus	2258874	8570080167	érkezik
érlelődik	érlelődök	érlelődöm	4	4	0	NA	3	corpus	17933	8570080167	érlelődik
értekezik	értekezek	értekezem	321	251	0.2451224580329849	zik	3	corpus	31517	8570080167	értekezik
értetlenkedik	értetlenkedek	értetlenkedem	375	166	0.8115953309731394	NA	4	corpus	11124	8570080167	értetlenkedik
érzelgősködik	érzelgősködök	érzelgősködöm	7	10	-0.3184537311185346	NA	4	corpus	229	8570080167	érzelgőšködik
érzékenykedik	érzékenykedek	érzékenykedem	3	10	-1.01160091167848	NA	4	corpus	372	8570080167	érzékeṉkedik
étkezik	étkezek	étkezem	270	2249	-2.116566674318765	zik	2	corpus	56160	8570080167	étkezik
évődik	évődök	évődöm	25	60	-0.8527773261518292	NA	2	corpus	2026	8570080167	évődik
ígérkezik	ígérkezek	ígérkezem	3	2	0.28768207245178085	zik	3	corpus	66458	8570080167	ígérkezik
ínyenckedik	ínyenckedek	ínyenckedem	1	1	0	NA	3	corpus	185	8570080167	íṉenckedik
ítélkezik	ítélkezek	ítélkezem	338	809	-0.8710341402860342	zik	3	corpus	42419	8570080167	ítélkezik
ízetlenkedik	ízetlenkedek	ízetlenkedem	2	1	0.4054651081081644	NA	4	corpus	78	8570080167	ízetlenkedik
ódzkodik	ódzkodok	ódzkodom	218	820	-1.3214513796359275	NA	2	corpus	17257	8570080167	ódzkodik
óhajtozik	óhajtozok	óhajtozom	1	8	-1.5040773967762742	zik	3	corpus	144	8570080167	óhajtozik
ólálkodik	ólálkodok	ólálkodom	17	36	-0.7205461547480597	NA	3	corpus	6185	8570080167	ólálkodik
óvakodik	óvakodok	óvakodom	86	217	-0.9185869441345051	NA	3	corpus	18248	8570080167	óvakodik
óvatoskodik	óvatoskodok	óvatoskodom	71	84	-0.16598513747426116	NA	4	corpus	2608	8570080167	óvatoškodik
öklendezik	öklendezek	öklendezem	115	10	2.3556949183079943	zik	3	corpus	4342	8570080167	öklendezik
ökörködik	ökörködök	ökörködöm	31	17	0.5753641449035618	NA	3	corpus	1755	8570080167	ökörködik
ölelkezik	ölelkezek	ölelkezem	19	38	-0.6678293725756556	zik	3	corpus	6267	8570080167	ölelkezik
öltözik	öltözök	öltözöm	787	1343	-0.5339074312252157	zik	2	corpus	113660	8570080167	öltözik
öltözködik	öltözködök	öltözködöm	148	1162	-2.0548118465732053	NA	3	corpus	29838	8570080167	öltözködik
önkényeskedik	önkényeskedek	önkényeskedem	4	2	0.5108256237659907	NA	4	corpus	449	8570080167	önkéṉeškedik
önállósodik	önállósodok	önállósodom	2	8	-1.0986122886681098	NA	4	corpus	4835	8570080167	önállóšodik
öregszik	öregszek	öregszem	82	4985	-4.095548656286906	szik	2	corpus	32240	8570080167	öregsik
örvendezik	örvendezek	örvendezem	436	21	2.9888907417372743	zik	3	corpus	50814	8570080167	örvendezik
öröklődik	öröklődök	öröklődöm	1	1	0	NA	3	corpus	17166	8570080167	öröklődik
összehaverkodik	összehaverkodok	összehaverkodom	13	16	-0.1941560144409575	NA	5	corpus	2170	8570080167	össehaverkodik
úszik	úszok	úszom	2060	3809	-0.6144378872302877	szik	1	corpus	228752	8570080167	úsik
ügyesedik	ügyesedek	ügyesedem	8	8	0	NA	3	corpus	2539	8570080167	üḏešedik
ügyeskedik	ügyeskedek	ügyeskedem	105	67	0.44393138893596046	NA	3	corpus	11033	8570080167	üḏeškedik
ügyetlenkedik	ügyetlenkedek	ügyetlenkedem	57	38	0.39688136441677296	NA	4	corpus	1969	8570080167	üḏetlenkedik
ügyködik	ügyködök	ügyködöm	210	342	-0.48587231368987344	NA	2	corpus	11226	8570080167	üḏködik
ügyvédkedik	ügyvédkedek	ügyvédkedem	5	5	0	NA	3	corpus	263	8570080167	üḏvédkedik
ütközik	ütközök	ütközöm	709	1476	-0.7325033124960186	zik	2	corpus	225302	8570080167	ütközik
ütődik	ütődök	ütődöm	1	18	-2.2512917986064953	NA	2	corpus	5543	8570080167	ütődik
őrizkedik	őrizkedek	őrizkedem	2	25	-2.159484249353372	NA	3	corpus	2033	8570080167	őrizkedik
őrködik	őrködök	őrködöm	49	311	-1.8309801823813363	NA	2	corpus	18581	8570080167	őrködik
őrlődik	őrlődök	őrlődöm	160	246	-0.42798397164351415	NA	2	corpus	6626	8570080167	őrlődik
